[2026-06-03T16:44:24.891Z] GET https://www.launchgallery.video/ → pending (?ms, ?B)
[2026-06-03T16:44:55.691Z] GET https://www.launchgallery.video/_next/static/chunks/0.5o1mod0icpj.js → 200 (?ms, 146811B)
[2026-06-03T16:44:55.691Z] GET https://www.launchgallery.video/_next/static/chunks/turbopack-0dpu81o6cf5k5.js → 200 (?ms, 11052B)
[2026-06-03T16:44:55.692Z] GET https://www.launchgallery.video/_next/static/chunks/16z58n_l6ia75.js → 200 (?ms, 20164B)
[2026-06-03T16:44:55.692Z] GET https://www.launchgallery.video/_next/static/chunks/0d3shmwh5_nmn.js → 200 (?ms, 54646B)
[2026-06-03T16:44:55.692Z] GET https://www.launchgallery.video/_next/static/chunks/116_q1h5z~kkw.js → 200 (?ms, 36312B)
[2026-06-03T16:44:55.692Z] GET https://www.launchgallery.video/_next/static/chunks/0ubl_bergrg5a.js → 200 (?ms, 16847B)
[2026-06-03T16:44:55.692Z] GET https://www.launchgallery.video/_next/static/chunks/05h2.xzzm0k0r.js → 200 (?ms, 36170B)
[2026-06-03T16:44:55.692Z] GET https://www.launchgallery.video/_next/static/chunks/14hza6s.xpzmu.js → 200 (?ms, 27334B)
[2026-06-03T16:44:55.693Z] GET https://www.launchgallery.video/_next/static/chunks/0upoay.jrsl6y.js → 200 (?ms, 25812B)
[2026-06-03T16:44:55.693Z] GET https://www.launchgallery.video/_next/static/chunks/00c~yvy1udipl.js → 200 (?ms, 11333B)
[2026-06-03T16:44:55.706Z] GET https://us-assets.i.posthog.com/static/exception-autocapture.js?v=1.345.2 → 200 (?ms, 11840B)
[2026-06-03T16:44:55.706Z] GET https://us-assets.i.posthog.com/array/phc_r652UBXQjuO8KEHrsbg6iOLsW1KUiaMWjzoqMOLxmPr/config.js → 200 (?ms, 849B)
[2026-06-03T16:44:55.706Z] POST https://us.i.posthog.com/flags/?v=2&config=true&ip=0&_=1780505095702&ver=1.345.2&compression=base64 → 200 (79ms, 279B)
[2026-06-03T16:44:55.716Z] GET https://www.launchgallery.video/_next/image/?url=%2Fnew_logo_small.png&w=32&q=75 → 304 (79ms, ?B)
[2026-06-03T16:44:55.716Z] GET https://www.launchgallery.video/_next/image/?url=%2Ftwitter_bird_icon.png&w=16&q=75 → 304 (65ms, ?B)
[2026-06-03T16:44:55.721Z] GET https://subscribe-forms.beehiiv.com/v3/loader.js → 200 (?ms, 29713B)
[2026-06-03T16:44:55.726Z] GET https://www.launchgallery.video/?_rsc=PWSSGrk5HfZU9T0E → 200 (84ms, 216B)
[2026-06-03T16:44:55.733Z] GET https://www.launchgallery.video/tag/company-update/?_rsc=PWSSGrk5HfZU9T0E → 200 (89ms, ?B)
[2026-06-03T16:44:55.733Z] GET https://www.launchgallery.video/tag/agents/?_rsc=PWSSGrk5HfZU9T0E → pending (?ms, ?B)
[2026-06-03T16:44:55.733Z] GET https://www.launchgallery.video/tag/fundraising/?_rsc=PWSSGrk5HfZU9T0E → 200 (76ms, 341B)
[2026-06-03T16:44:55.733Z] GET https://platform.twitter.com/widgets.js → 200 (?ms, 93967B)
[2026-06-03T16:44:55.734Z] GET https://subscribe-forms.beehiiv.com/api/v3/forms/19cc77f2-a758-4114-958a-c7f0204f3f1b → 200 (63ms, 574B)
[2026-06-03T16:44:55.734Z] GET https://subscribe-forms.beehiiv.com/api/v3/forms/29f956e0-7465-4d3e-a241-5d0037ec11f0 → 200 (115ms, ?B)
[2026-06-03T16:44:55.738Z] GET https://platform.twitter.com/widgets/widget_iframe.1227a5674072e080ffb1ba14ac0c1079.html?origin=https%3A%2F%2Fwww.launchgallery.video → 200 (?ms, 327164B)
[2026-06-03T16:44:55.746Z] GET https://syndication.twitter.com/settings?session_id=5c80073d8be1e51f79063d9d8337f6cbcce5bbd1 → 200 (49ms, 870B)
[2026-06-03T16:44:55.799Z] GET https://subscribe-forms.beehiiv.com/v3/forms/19cc77f2-a758-4114-958a-c7f0204f3f1b?referrer=https%253A%252F%252Fwww.launchgallery.video%252Fvideo%252Fpolsia-polsia-raises-30m-at-250m-valuation-run-autonomously-by-one-founder-ai%252F → pending (?ms, ?B)
[2026-06-03T16:44:55.809Z] GET https://www.launchgallery.video/tag/fundraising/?_rsc=KFlnmDqeCZaZSUES → 200 (71ms, ?B)
[2026-06-03T16:44:55.810Z] GET https://www.launchgallery.video/?_rsc=zLKLqfurO-pt7-gH → 200 (122ms, ?B)
[2026-06-03T16:44:55.811Z] GET https://platform.twitter.com/js/tweet.7a6003258de838c35e66fd0f50ebdb0f.js → 200 (?ms, ?B)
[2026-06-03T16:44:55.811Z] GET https://www.launchgallery.video/video/riffle-introducing-riffle-the-modern-playground-for-music-creation/ → 200 (251ms, 69983B)
[2026-06-03T16:44:55.814Z] GET https://platform.twitter.com/embed/Tweet.html?creatorScreenName=anurag__kochar&dnt=false&embedId=twitter-widget-0&features=eyJ0ZndfdGltZWxpbmVfbGlzdCI6eyJidWNrZXQiOltdLCJ2ZXJzaW9uIjpudWxsfSwidGZ3X2ZvbGxvd2VyX2NvdW50X3N1bnNldCI6eyJidWNrZXQiOnRydWUsInZlcnNpb24iOm51bGx9LCJ0ZndfdHdlZXRfZWRpdF9iYWNrZW5kIjp7ImJ1Y2tldCI6Im9uIiwidmVyc2lvbiI6bnVsbH0sInRmd19yZWZzcmNfc2Vzc2lvbiI6eyJidWNrZXQiOiJvbiIsInZlcnNpb24iOm51bGx9LCJ0ZndfZm9zbnJfc29mdF9pbnRlcnZlbnRpb25zX2VuYWJsZWQiOnsiYnVja2V0Ijoib24iLCJ2ZXJzaW9uIjpudWxsfSwidGZ3X21peGVkX21lZGlhXzE1ODk3Ijp7ImJ1Y2tldCI6InRyZWF0bWVudCIsInZlcnNpb24iOm51bGx9LCJ0ZndfZXhwZXJpbWVudHNfY29va2llX2V4cGlyYXRpb24iOnsiYnVja2V0IjoxMjA5NjAwLCJ2ZXJzaW9uIjpudWxsfSwidGZ3X3Nob3dfYmlyZHdhdGNoX3Bpdm90c19lbmFibGVkIjp7ImJ1Y2tldCI6Im9uIiwidmVyc2lvbiI6bnVsbH0sInRmd19kdXBsaWNhdGVfc2NyaWJlc190b19zZXR0aW5ncyI6eyJidWNrZXQiOiJvbiIsInZlcnNpb24iOm51bGx9LCJ0ZndfdXNlX3Byb2ZpbGVfaW1hZ2Vfc2hhcGVfZW5hYmxlZCI6eyJidWNrZXQiOiJvbiIsInZlcnNpb24iOm51bGx9LCJ0ZndfdmlkZW9faGxzX2R5bmFtaWNfbWFuaWZlc3RzXzE1MDgyIjp7ImJ1Y2tldCI6InRydWVfYml0cmF0ZSIsInZlcnNpb24iOm51bGx9LCJ0ZndfbGVnYWN5X3RpbWVsaW5lX3N1bnNldCI6eyJidWNrZXQiOnRydWUsInZlcnNpb24iOm51bGx9LCJ0ZndfdHdlZXRfZWRpdF9mcm9udGVuZCI6eyJidWNrZXQiOiJvbiIsInZlcnNpb24iOm51bGx9fQ%3D%3D&frame=false&hideCard=true&hideThread=false&id=2057847644966547920&lang=en&maxWidth=1920px&origin=https%3A%2F%2Flaunchgallery.video%2Fvideo%2Fpolsia-polsia-raises-30m-at-250m-valuation-run-autonomously-by-one-founder-ai%2F&sessionId=5c80073d8be1e51f79063d9d8337f6cbcce5bbd1&theme=dark&widgetsVersion=6a3ad42b224df%3A1778106238597&width=550px → 200 (14ms, ?B)
[2026-06-03T16:44:55.822Z] GET https://www.launchgallery.video/tag/company-update/?_rsc=sM_TqWesGYpFcaKr → 200 (96ms, ?B)
[2026-06-03T16:44:55.831Z] GET https://platform.twitter.com/embed/embed.runtime.3b19346e5d08b0b587c7.js → 200 (?ms, ?B)
[2026-06-03T16:44:55.831Z] GET https://platform.twitter.com/embed/embed.9449.78398904051446294e3d.js → 200 (?ms, ?B)
[2026-06-03T16:44:55.831Z] GET https://platform.twitter.com/embed/embed.Tweet.70198ef24afe05adbecf.js → 200 (?ms, ?B)
[2026-06-03T16:44:55.843Z] GET https://platform.twitter.com/embed/embed.749.467388cca0b3fe9c3291.js → 200 (1ms, ?B)
[2026-06-03T16:44:55.844Z] GET https://platform.twitter.com/embed/embed.ondemand.i18n.en-js.19a28d85d7fc7916b4b1.js → 200 (?ms, ?B)
[2026-06-03T16:44:55.844Z] GET https://platform.twitter.com/embed/embed.ondemand.horizon-web.i18n.en-js.d681a6dcae4601184824.js → 200 (?ms, ?B)
[2026-06-03T16:44:55.845Z] GET https://platform.twitter.com/embed/embed.9203.1b3edf1dee6d205547e0.js → 200 (?ms, ?B)
[2026-06-03T16:44:55.845Z] GET https://platform.twitter.com/embed/embed.ondemand.Tweet.81f6f5a50fbfe5bd028c.js → 200 (?ms, ?B)
[2026-06-03T16:44:55.849Z] GET https://cdn.syndication.twimg.com/tweet-result?features=tfw_timeline_list%3A%3Btfw_follower_count_sunset%3Atrue%3Btfw_tweet_edit_backend%3Aon%3Btfw_refsrc_session%3Aon%3Btfw_fosnr_soft_interventions_enabled%3Aon%3Btfw_mixed_media_15897%3Atreatment%3Btfw_experiments_cookie_expiration%3A1209600%3Btfw_show_birdwatch_pivots_enabled%3Aon%3Btfw_duplicate_scribes_to_settings%3Aon%3Btfw_use_profile_image_shape_enabled%3Aon%3Btfw_video_hls_dynamic_manifests_15082%3Atrue_bitrate%3Btfw_legacy_timeline_sunset%3Atrue%3Btfw_tweet_edit_frontend%3Aon&id=2057847644966547920&lang=en&token=4zkx32we4fc&qrfon9=2cmgk89wvatp&b3c8my=svl68keuh1c&u9mmu4=1jhv8medw11u&ixew4y=3x8ddolw1vft&p4080f=1b78lnpfyxpyn&ulw8lr=6kte8r3hymnn&b2ysd5=19iey8rliee1&noqm4v=gen3w8wd2h0q&eqaj1q=4eom8xs0tpni → 200 (2ms, ?B)
[2026-06-03T16:44:55.851Z] GET https://platform.twitter.com/embed/embed.781.9426aa327bd715a3403f.js → 200 (?ms, ?B)
[2026-06-03T16:44:55.851Z] GET https://platform.twitter.com/embed/embed.9935.0a06559f8ea08705e4ac.js → 200 (?ms, ?B)
[2026-06-03T16:44:55.851Z] GET https://platform.twitter.com/embed/embed.5234.de598ecb99dd0f2cbdd5.js → 200 (?ms, ?B)
[2026-06-03T16:44:55.852Z] GET https://platform.twitter.com/embed/embed.8941.eb3528bd7a35a517bc8e.js → 200 (?ms, ?B)
[2026-06-03T16:44:55.852Z] GET https://platform.twitter.com/embed/embed.5332.340f0930f4dd862af95f.js → 200 (?ms, ?B)
[2026-06-03T16:44:55.852Z] GET https://platform.twitter.com/embed/embed.ondemand.TweetVideo.4d658735b98b45a6a0f2.js → 200 (?ms, ?B)
[2026-06-03T16:44:55.852Z] GET https://syndication.x.com/i/jot/embeds?l=%7B%22_category_%22%3A%22tfw_client_event%22%2C%22triggered_on%22%3A1780505095851%2C%22event_namespace%22%3A%7B%22client%22%3A%22tfw%22%2C%22page%22%3A%22tweet%22%2C%22action%22%3A%22results%22%2C%22section%22%3A%22main%22%7D%2C%22context%22%3A%22horizon%22%2C%22client_version%22%3A%226a3ad42b224df%3A1778106238597%22%2C%22dnt%22%3Afalse%2C%22widget_id%22%3A%22twitter-widget-0%22%2C%22widget_origin%22%3A%22https%3A%2F%2Flaunchgallery.video%2Fvideo%2Fpolsia-polsia-raises-30m-at-250m-valuation-run-autonomously-by-one-founder-ai%2F%22%2C%22widget_frame%22%3A%22false%22%2C%22widget_partner%22%3A%22%22%2C%22widget_site_screen_name%22%3A%22%22%2C%22widget_site_user_id%22%3A%22%22%2C%22widget_creator_screen_name%22%3A%22anurag__kochar%22%2C%22widget_creator_user_id%22%3A%22%22%2C%22widget_iframe_version%22%3A%223f8c13b4620b8%3A1779816981886%22%2C%22item_ids%22%3A%5B%222057847644966547920%22%5D%2C%22item_details%22%3A%7B%222057847644966547920%22%3A%7B%22item_type%22%3A0%7D%7D%7D → 200 (52ms, ?B)
[2026-06-03T16:44:55.857Z] GET https://platform.twitter.com/embed/embed.loaders.video.VideoPlayerDefaultUI.a9c250b7e18e52734ae4.js → 200 (?ms, ?B)
[2026-06-03T16:44:55.857Z] GET https://pbs.twimg.com/amplify_video_thumb/2057847593024294912/img/7EFSaTS2IM2VI2OC.jpg → 200 (?ms, ?B)
[2026-06-03T16:44:55.857Z] GET https://platform.twitter.com/embed/embed.loaders.video.PlayerHls1.5.6b354f03e70e1c9e8314.js → 200 (?ms, ?B)
[2026-06-03T16:44:55.861Z] GET https://video.twimg.com/amplify_video/2057847593024294912/pl/mWdwfuRz3j7DerFB.m3u8 → 200 (4ms, ?B)
[2026-06-03T16:44:55.866Z] GET https://video.twimg.com/amplify_video/2057847593024294912/pl/avc1/480x270/jDlUPQEvOih4xMrJ.m3u8 → 200 (2ms, ?B)
[2026-06-03T16:44:55.866Z] GET https://video.twimg.com/amplify_video/2057847593024294912/pl/mp4a/32000/O-ioBmK0-jxtX8Vx.m3u8 → 200 (2ms, ?B)
[2026-06-03T16:44:55.967Z] GET https://video.twimg.com/amplify_video/2057847593024294912/vid/avc1/0/3000/480x270/cfT3lHL6X79Kn-Bm.m4s → 200 (?ms, ?B)
[2026-06-03T16:44:55.967Z] GET https://video.twimg.com/amplify_video/2057847593024294912/aud/mp4a/0/0/32000/22_19vfIi26fQk-6.mp4 → 200 (?ms, ?B)
[2026-06-03T16:44:55.967Z] GET https://video.twimg.com/amplify_video/2057847593024294912/aud/mp4a/0/3000/32000/CICHyBewI1l_Lci6.m4s → 200 (1ms, ?B)
[2026-06-03T16:44:55.975Z] GET https://syndication.x.com/i/jot/embeds?l=%7B%22_category_%22%3A%22tfw_client_event%22%2C%22triggered_on%22%3A1780505095975%2C%22event_namespace%22%3A%7B%22client%22%3A%22tfw%22%2C%22page%22%3A%22tweet%22%2C%22action%22%3A%22FCP%22%2C%22component%22%3A%22performance%22%2C%22section%22%3A%22main%22%7D%2C%22context%22%3A%22horizon%22%2C%22client_version%22%3A%226a3ad42b224df%3A1778106238597%22%2C%22dnt%22%3Afalse%2C%22widget_id%22%3A%22twitter-widget-0%22%2C%22widget_origin%22%3A%22https%3A%2F%2Flaunchgallery.video%2Fvideo%2Fpolsia-polsia-raises-30m-at-250m-valuation-run-autonomously-by-one-founder-ai%2F%22%2C%22widget_frame%22%3A%22false%22%2C%22widget_partner%22%3A%22%22%2C%22widget_site_screen_name%22%3A%22%22%2C%22widget_site_user_id%22%3A%22%22%2C%22widget_creator_screen_name%22%3A%22anurag__kochar%22%2C%22widget_creator_user_id%22%3A%22%22%2C%22widget_iframe_version%22%3A%223f8c13b4620b8%3A1779816981886%22%2C%22item_ids%22%3A%5B%222057847644966547920%22%5D%2C%22item_details%22%3A%7B%222057847644966547920%22%3A%7B%22item_type%22%3A0%7D%7D%2C%22duration_ms%22%3A160%7D → 200 (69ms, ?B)
[2026-06-03T16:44:56.066Z] GET https://syndication.x.com/i/jot/embeds?l=%7B%22_category_%22%3A%22tfw_client_event%22%2C%22triggered_on%22%3A1780505096063%2C%22event_namespace%22%3A%7B%22client%22%3A%22tfw%22%2C%22page%22%3A%22tweet%22%2C%22action%22%3A%22LCP%22%2C%22component%22%3A%22performance%22%2C%22section%22%3A%22main%22%7D%2C%22context%22%3A%22horizon%22%2C%22client_version%22%3A%226a3ad42b224df%3A1778106238597%22%2C%22dnt%22%3Afalse%2C%22widget_id%22%3A%22twitter-widget-0%22%2C%22widget_origin%22%3A%22https%3A%2F%2Flaunchgallery.video%2Fvideo%2Fpolsia-polsia-raises-30m-at-250m-valuation-run-autonomously-by-one-founder-ai%2F%22%2C%22widget_frame%22%3A%22false%22%2C%22widget_partner%22%3A%22%22%2C%22widget_site_screen_name%22%3A%22%22%2C%22widget_site_user_id%22%3A%22%22%2C%22widget_creator_screen_name%22%3A%22anurag__kochar%22%2C%22widget_creator_user_id%22%3A%22%22%2C%22widget_iframe_version%22%3A%223f8c13b4620b8%3A1779816981886%22%2C%22item_ids%22%3A%5B%222057847644966547920%22%5D%2C%22item_details%22%3A%7B%222057847644966547920%22%3A%7B%22item_type%22%3A0%7D%7D%2C%22duration_ms%22%3A160%7D → pending (?ms, ?B)
[2026-06-03T16:44:56.076Z] GET https://www.launchgallery.video/_next/static/media/797e433ab948586e-s.p.09zddjkbdep5a.woff2 → 200 (?ms, ?B)
[2026-06-03T16:44:56.076Z] GET https://www.launchgallery.video/_next/static/media/caa3a2e1cccd8315-s.p.09~u27dqhyhd6.woff2 → 200 (?ms, ?B)
[2026-06-03T16:44:56.076Z] GET https://www.launchgallery.video/_next/image/?url=%2Flanding-page-dark.png&w=1920&q=60 → 304 (104ms, ?B)
[2026-06-03T16:44:56.076Z] GET https://www.launchgallery.video/_next/static/chunks/0eg7_tczh2u.q.css → 200 (?ms, 134657B)
[2026-06-03T16:44:56.076Z] GET https://www.launchgallery.video/_next/static/chunks/11unif--rw5h8.css → 200 (1ms, 3527B)
[2026-06-03T16:44:56.077Z] GET https://www.launchgallery.video/_next/static/chunks/0n-rls06x9r5n.js → 200 (?ms, 27574B)
[2026-06-03T16:44:56.077Z] GET https://www.launchgallery.video/_next/static/chunks/0pqt~8bl3ukh4.js → 200 (?ms, 44414B)
[2026-06-03T16:44:56.077Z] GET https://www.launchgallery.video/_next/static/chunks/06rj-ekn7bfv5.js → 200 (?ms, 172872B)
[2026-06-03T16:44:56.077Z] GET https://www.launchgallery.video/_next/static/chunks/0g84uf0axkg94.js → 200 (?ms, 227629B)
[2026-06-03T16:44:56.077Z] GET https://www.launchgallery.video/_next/static/chunks/0.5o1mod0icpj.js → 200 (?ms, 146811B)
[2026-06-03T16:44:56.077Z] GET https://www.launchgallery.video/_next/static/chunks/turbopack-0dpu81o6cf5k5.js → 200 (1ms, 11052B)
[2026-06-03T16:44:56.078Z] GET https://www.launchgallery.video/_next/static/chunks/16z58n_l6ia75.js → 200 (?ms, 20164B)
[2026-06-03T16:44:56.078Z] GET https://www.launchgallery.video/_next/static/chunks/0d3shmwh5_nmn.js → 200 (?ms, 54646B)
[2026-06-03T16:44:56.078Z] GET https://www.launchgallery.video/_next/static/chunks/116_q1h5z~kkw.js → 200 (?ms, 36312B)
[2026-06-03T16:44:56.078Z] GET https://www.launchgallery.video/_next/static/chunks/0ubl_bergrg5a.js → 200 (?ms, 16847B)
[2026-06-03T16:44:56.078Z] GET https://www.launchgallery.video/_next/static/chunks/05h2.xzzm0k0r.js → 200 (?ms, 36170B)
[2026-06-03T16:44:56.078Z] GET https://www.launchgallery.video/_next/static/chunks/14hza6s.xpzmu.js → 200 (1ms, 27334B)
[2026-06-03T16:44:56.079Z] GET https://www.launchgallery.video/_next/static/chunks/0upoay.jrsl6y.js → 200 (?ms, 25812B)
[2026-06-03T16:44:56.079Z] GET https://www.launchgallery.video/_next/static/chunks/00c~yvy1udipl.js → 200 (?ms, 11333B)
[2026-06-03T16:44:56.088Z] GET https://us-assets.i.posthog.com/static/exception-autocapture.js?v=1.345.2 → 200 (?ms, 11840B)
[2026-06-03T16:44:56.088Z] GET https://us-assets.i.posthog.com/array/phc_r652UBXQjuO8KEHrsbg6iOLsW1KUiaMWjzoqMOLxmPr/config.js → 200 (?ms, 849B)
[2026-06-03T16:44:56.088Z] POST https://us.i.posthog.com/flags/?v=2&config=true&ip=0&_=1780505096084&ver=1.345.2&compression=base64 → 200 (135ms, ?B)
[2026-06-03T16:44:56.097Z] GET https://www.launchgallery.video/_next/image/?url=%2Fnew_logo_small.png&w=32&q=75 → 304 (56ms, ?B)
[2026-06-03T16:44:56.097Z] GET https://www.launchgallery.video/_next/image/?url=%2Ftwitter_bird_icon.png&w=16&q=75 → 304 (69ms, ?B)
[2026-06-03T16:44:56.097Z] GET https://www.launchgallery.video/_next/image/?url=%2Fyc_icon.jpeg&w=16&q=75 → 304 (126ms, ?B)
[2026-06-03T16:44:56.107Z] GET https://subscribe-forms.beehiiv.com/v3/loader.js → 200 (?ms, 29713B)
[2026-06-03T16:44:56.109Z] GET https://www.launchgallery.video/?_rsc=98lcE7Vkk_rMZ_qX → 200 (114ms, ?B)
[2026-06-03T16:44:56.113Z] GET https://subscribe-forms.beehiiv.com/api/v3/forms/19cc77f2-a758-4114-958a-c7f0204f3f1b → 200 (110ms, ?B)
[2026-06-03T16:44:56.113Z] GET https://subscribe-forms.beehiiv.com/api/v3/forms/29f956e0-7465-4d3e-a241-5d0037ec11f0 → 200 (67ms, ?B)
[2026-06-03T16:44:56.117Z] GET https://platform.twitter.com/widgets.js → 200 (?ms, 93967B)
[2026-06-03T16:44:56.118Z] GET https://platform.twitter.com/widgets/widget_iframe.1227a5674072e080ffb1ba14ac0c1079.html?origin=https%3A%2F%2Fwww.launchgallery.video → 200 (?ms, 327164B)
[2026-06-03T16:44:56.125Z] GET https://syndication.twitter.com/settings?session_id=35830e3579152a4884fdfeae6c4040e04ed36812 → 200 (55ms, ?B)
[2026-06-03T16:44:56.177Z] GET https://www.launchgallery.video/video/intelligence-announcing-cofounder-2-run-an-entire-company-with-agents/ → 200 (159ms, 70880B)
[2026-06-03T16:44:56.222Z] GET https://platform.twitter.com/js/tweet.7a6003258de838c35e66fd0f50ebdb0f.js → 200 (1ms, ?B)
[2026-06-03T16:44:56.223Z] GET https://www.launchgallery.video/?_rsc=5M1Pbn3RFeOASHl_ → 200 (66ms, ?B)
[2026-06-03T16:44:56.226Z] GET https://subscribe-forms.beehiiv.com/v3/forms/19cc77f2-a758-4114-958a-c7f0204f3f1b?referrer=https%253A%252F%252Fwww.launchgallery.video%252Fvideo%252Friffle-introducing-riffle-the-modern-playground-for-music-creation%252F → 200 (87ms, ?B)
[2026-06-03T16:44:56.231Z] GET https://platform.twitter.com/embed/Tweet.html?creatorScreenName=anurag__kochar&dnt=false&embedId=twitter-widget-0&features=eyJ0ZndfdGltZWxpbmVfbGlzdCI6eyJidWNrZXQiOltdLCJ2ZXJzaW9uIjpudWxsfSwidGZ3X2ZvbGxvd2VyX2NvdW50X3N1bnNldCI6eyJidWNrZXQiOnRydWUsInZlcnNpb24iOm51bGx9LCJ0ZndfdHdlZXRfZWRpdF9iYWNrZW5kIjp7ImJ1Y2tldCI6Im9uIiwidmVyc2lvbiI6bnVsbH0sInRmd19yZWZzcmNfc2Vzc2lvbiI6eyJidWNrZXQiOiJvbiIsInZlcnNpb24iOm51bGx9LCJ0ZndfZm9zbnJfc29mdF9pbnRlcnZlbnRpb25zX2VuYWJsZWQiOnsiYnVja2V0Ijoib24iLCJ2ZXJzaW9uIjpudWxsfSwidGZ3X21peGVkX21lZGlhXzE1ODk3Ijp7ImJ1Y2tldCI6InRyZWF0bWVudCIsInZlcnNpb24iOm51bGx9LCJ0ZndfZXhwZXJpbWVudHNfY29va2llX2V4cGlyYXRpb24iOnsiYnVja2V0IjoxMjA5NjAwLCJ2ZXJzaW9uIjpudWxsfSwidGZ3X3Nob3dfYmlyZHdhdGNoX3Bpdm90c19lbmFibGVkIjp7ImJ1Y2tldCI6Im9uIiwidmVyc2lvbiI6bnVsbH0sInRmd19kdXBsaWNhdGVfc2NyaWJlc190b19zZXR0aW5ncyI6eyJidWNrZXQiOiJvbiIsInZlcnNpb24iOm51bGx9LCJ0ZndfdXNlX3Byb2ZpbGVfaW1hZ2Vfc2hhcGVfZW5hYmxlZCI6eyJidWNrZXQiOiJvbiIsInZlcnNpb24iOm51bGx9LCJ0ZndfdmlkZW9faGxzX2R5bmFtaWNfbWFuaWZlc3RzXzE1MDgyIjp7ImJ1Y2tldCI6InRydWVfYml0cmF0ZSIsInZlcnNpb24iOm51bGx9LCJ0ZndfbGVnYWN5X3RpbWVsaW5lX3N1bnNldCI6eyJidWNrZXQiOnRydWUsInZlcnNpb24iOm51bGx9LCJ0ZndfdHdlZXRfZWRpdF9mcm9udGVuZCI6eyJidWNrZXQiOiJvbiIsInZlcnNpb24iOm51bGx9fQ%3D%3D&frame=false&hideCard=true&hideThread=false&id=2056394244596641931&lang=en&maxWidth=1920px&origin=https%3A%2F%2Flaunchgallery.video%2Fvideo%2Friffle-introducing-riffle-the-modern-playground-for-music-creation%2F&sessionId=35830e3579152a4884fdfeae6c4040e04ed36812&theme=dark&widgetsVersion=6a3ad42b224df%3A1778106238597&width=550px → 200 (16ms, ?B)
[2026-06-03T16:44:56.249Z] GET https://platform.twitter.com/embed/embed.runtime.3b19346e5d08b0b587c7.js → 200 (?ms, ?B)
[2026-06-03T16:44:56.249Z] GET https://platform.twitter.com/embed/embed.9449.78398904051446294e3d.js → 200 (?ms, ?B)
[2026-06-03T16:44:56.249Z] GET https://platform.twitter.com/embed/embed.Tweet.70198ef24afe05adbecf.js → 200 (?ms, ?B)
[2026-06-03T16:44:56.261Z] GET https://platform.twitter.com/embed/embed.749.467388cca0b3fe9c3291.js → 200 (?ms, ?B)
[2026-06-03T16:44:56.261Z] GET https://platform.twitter.com/embed/embed.ondemand.i18n.en-js.19a28d85d7fc7916b4b1.js → 200 (?ms, ?B)
[2026-06-03T16:44:56.262Z] GET https://platform.twitter.com/embed/embed.ondemand.horizon-web.i18n.en-js.d681a6dcae4601184824.js → 200 (?ms, ?B)
[2026-06-03T16:44:56.264Z] GET https://platform.twitter.com/embed/embed.9203.1b3edf1dee6d205547e0.js → 200 (?ms, ?B)
[2026-06-03T16:44:56.264Z] GET https://platform.twitter.com/embed/embed.ondemand.Tweet.81f6f5a50fbfe5bd028c.js → 200 (?ms, ?B)
[2026-06-03T16:44:56.268Z] GET https://cdn.syndication.twimg.com/tweet-result?features=tfw_timeline_list%3A%3Btfw_follower_count_sunset%3Atrue%3Btfw_tweet_edit_backend%3Aon%3Btfw_refsrc_session%3Aon%3Btfw_fosnr_soft_interventions_enabled%3Aon%3Btfw_mixed_media_15897%3Atreatment%3Btfw_experiments_cookie_expiration%3A1209600%3Btfw_show_birdwatch_pivots_enabled%3Aon%3Btfw_duplicate_scribes_to_settings%3Aon%3Btfw_use_profile_image_shape_enabled%3Aon%3Btfw_video_hls_dynamic_manifests_15082%3Atrue_bitrate%3Btfw_legacy_timeline_sunset%3Atrue%3Btfw_tweet_edit_frontend%3Aon&id=2056394244596641931&lang=en&token=4zgcpjzas5o&y37a6b=k1noxw84y09&6a7ggo=7vwdt8i4n8jg&ve07dx=egsj68lm7sw&1s0hrl=2i874681v7qn&2br158=ggav185om82 → 200 (4ms, ?B)
[2026-06-03T16:44:56.272Z] GET https://platform.twitter.com/embed/embed.781.9426aa327bd715a3403f.js → 200 (?ms, ?B)
[2026-06-03T16:44:56.272Z] GET https://platform.twitter.com/embed/embed.9935.0a06559f8ea08705e4ac.js → 200 (?ms, ?B)
[2026-06-03T16:44:56.272Z] GET https://platform.twitter.com/embed/embed.5234.de598ecb99dd0f2cbdd5.js → 200 (?ms, ?B)
[2026-06-03T16:44:56.272Z] GET https://platform.twitter.com/embed/embed.8941.eb3528bd7a35a517bc8e.js → 200 (?ms, ?B)
[2026-06-03T16:44:56.272Z] GET https://platform.twitter.com/embed/embed.5332.340f0930f4dd862af95f.js → 200 (?ms, ?B)
[2026-06-03T16:44:56.273Z] GET https://platform.twitter.com/embed/embed.ondemand.TweetVideo.4d658735b98b45a6a0f2.js → 200 (?ms, ?B)
